Disease,Protein
D165720,Q9HBA0
D165720,Q96AB3
D165720,Q8IVL6
D165720,P22004
D165720,P21980
D165720,P49821
D165720,Q15436
D165720,P20618
D165720,O94925
D165720,P43235
D165720,P43026
D165720,P13797
D165720,P52895
D165720,P10909
D165720,P22392
D165720,Q9Y696
D165720,P20264
D165720,O00469
D165720,P01137
D165720,Q96D15
D165720,Q6NVY1
D165720,P37231
D165720,Q9Y2Q3
D165720,P62826
D165720,P15311
D165720,Q14764
D165720,P12644
D165720,P21281
D165720,P51178
D165720,P26038
D165720,O00560
D165720,Q16881
D165720,P16444
D165720,P48307
D165720,P45880
D165720,O43854
D165720,P07339
D165720,P04406
D165720,P11166
D165720,Q9UN19
D165720,O76093
D165720,P06881
D165720,Q12931
D165720,O00217
D165720,Q13326
D165720,P27144
D165720,P13639
D165720,P08559
D165720,P21399
D165720,Q8WUM4
D165720,O95150
D165720,P26447
D165720,Q9C040
D165720,P40939
D165720,P60709
D165720,Q15109
D165720,P08670
D165720,P13804
D165720,Q16555
D165720,Q04828
D165720,P49747
D165720,O15232
D165720,Q9BXN1
D165720,P13637
D165720,P01584
D165720,P27348
D165720,P31040
D166300,P04839
D166300,P80188
D166300,P09211
D166300,P10451
D166300,Q07654
D166300,P15559
D166300,Q9Y5Q3
D166300,P35368
D166300,Q9ULZ3
D166300,P05937
D166300,P01034
D166300,P10632
D166300,P09919
D166300,O15244
D166300,Q9NSU2
D166300,P35354
D166300,Q9NPC8
D166300,P61769
D166300,P07911
D166300,P30556
D166300,P31270
D166300,P82251
D166300,P09874
D166300,P20815
D166300,P31277
D166300,P17405
D166300,P04179
D166300,P01019
D166300,P56705
D166300,P10909
D166300,P01189
D166300,Q16619
D166300,P50440
D166300,Q07869
D166300,P50539
D166300,Q86SG6
D166300,P42898
D166300,O95760
D166300,Q7L1I2
D166300,P07339
D166300,Q96FL8
D166300,P04083
D166300,P13716
D166300,Q15493
D166300,O95294
D166300,P05164
D166300,Q9BZE0
D166300,P05019
D166300,P00797
D166300,P05549
D166300,Q9H8M5
D166300,P25106
D166300,P62736
D166300,P22736
D166300,Q9NWX6
D166300,P18510
D166300,P09486
D166300,P29466
D166300,P01137
D166300,P38936
D166300,P01588
D166300,P15090
D166300,Q16236
D166300,P55017
D166300,Q9UEF7
D166300,Q96D42
D166300,P02671
D166300,P02753
D166300,Q7LG56
D166300,P05305
D166300,P47944
D166300,P09038
D166300,P02768
D166710,P08567
D166710,P08887
D166710,Q9Y240
D166710,P28066
D166710,Q8IUH4
D166710,P11511
D166710,P07355
D166710,P31939
D166710,P05231
D166710,P55809
D166710,P02675
D166710,P00491
D166710,Q9Y625
D166710,P07237
D166710,O14788
D166710,Q15404
D166710,O95336
D166710,P68363
D166710,P00918
D166710,Q07973
D166710,P48735
D166710,P50479
D166710,P58335
D166710,P01375
D166710,P67936
D166710,P04179
D166710,Q99685
D166710,O00625
D166710,P01189
D166710,P04040
D166710,Q01518
D166710,Q5T7V8
D166710,P78371
D166710,P11473
D166710,P01270
D166710,P06733
D166710,P30988
D166710,P06396
D166710,P04406
D166710,Q99497
D166710,P02788
D166710,P00797
D166710,Q96AH8
D166710,O75083
D166710,P25787
D166710,P60174
D166710,P30048
D166710,P63261
D166710,P14618
D166710,Q01081
D166710,P01137
D166710,O00300
D166710,P43304
D166710,Q9UEF7
D166710,P04628
D166710,P02671
D166710,P07203
D166710,P01584
D166760,Q5TD94
D167320,Q9H295
D167320,P09651
D167320,P29590
D167320,P22626
D167320,Q9Y6Q6
D167320,P09603
D167320,Q96CV9
D167320,Q8TB24
D167320,P55072
D167320,Q13501
D168100,Q9BXM7
D168100,Q05940
D168100,Q9UL15
D168100,P37840
D168100,Q9NS39
D168100,Q30154
D168100,P14416
D168100,P09211
D168100,P50914
D168100,O00429
D168100,P15559
D168100,P14210
D168100,P62241
D168100,P05231
D168100,Q10588
D168100,P01138
D168100,P27338
D168100,P02675
D168100,O95988
D168100,Q02878
D168100,P06734
D168100,P00441
D168100,P69891
D168100,P09104
D168100,Q30201
D168100,Q01959
D168100,P40199
D168100,P21728
D168100,Q92692
D168100,P37837
D168100,P21397
D168100,P01375
D168100,P04062
D168100,P62750
D168100,Q13330
D168100,P05181
D168100,P38646
D168100,P04179
D168100,P39905
D168100,Q9UBK2
D168100,Q96A57
D168100,P23560
D168100,P10636
D168100,P42898
D168100,P05305
D168100,P01308
D168100,Q8TDB8
D168100,Q99497
D168100,P09488
D168100,P20711
D168100,P01344
D168100,P0DMV9
D168100,Q9NX09
D168100,O60260
D168100,Q96QK1
D168100,O15217
D168100,P14136
D168100,P09467
D168100,Q6XR72
D168100,P10635
D168100,P09601
D168100,P01903
D168100,P07203
D168100,P20916
D168100,P55008
D168100,P07101
D168100,Q8NBI3
D168100,P48050
D168600,P00326
D168600,Q9BXM7
D168600,Q05940
D168600,Q9UL15
D168600,P37840
D168600,Q9NS39
D168600,Q30154
D168600,P14416
D168600,P09211
D168600,P50914
D168600,O00429
D168600,P15559
D168600,P14210
D168600,P62241
D168600,P05231
D168600,Q10588
D168600,P01138
D168600,P27338
D168600,P02675
D168600,O95988
D168600,P43354
D168600,Q02878
D168600,P06734
D168600,P00441
D168600,P69891
D168600,P09104
D168600,Q30201
D168600,Q01959
D168600,P40199
D168600,P21728
D168600,Q92692
D168600,P37837
D168600,P21397
D168600,P01375
D168600,P04062
D168600,P62750
D168600,Q13330
D168600,P05181
D168600,P38646
D168600,P04179
D168600,P49448
D168600,P39905
D168600,Q9UBK2
D168600,Q96A57
D168600,P23560
D168600,P10636
D168600,P42898
D168600,P05305
D168600,Q9Y6H5
D168600,P01308
D168600,Q8TDB8
D168600,Q99497
D168600,P09488
D168600,P20711
D168600,P01344
D168600,P0DMV9
D168600,Q9NX09
D168600,O60260
D168600,Q96QK1
D168600,O15217
D168600,P14136
D168600,P09467
D168600,Q6XR72
D168600,P10635
D168600,P09601
D168600,P20226
D168600,P01903
D168600,P07203
D168600,P20916
D168600,P55008
D168600,P07101
D168600,Q8NBI3
D168600,P48050
D168601,P37840
D171300,P09172
D171300,P61244
D171300,O75204
D171300,P10645
D171300,P40337
D171300,P04637
D171300,P21912
D171300,P21397
D171300,P21964
D171300,Q99643
D171300,Q9GZT9
D171300,P27338
D171300,P20711
D171300,P39905
D171300,P07101
D171300,O14521
D173200,Q9BXL6
D175100,P02766
D175100,P31513
D175100,P31749
D175100,P23508
D175100,Q9UIF7
D175100,P16070
D175100,P35354
D175100,P02750
D175100,Q14624
D175100,P78549
D175100,O43174
D175100,P04179
D175100,O60565
D175505,P02766
D175505,P31513
D175505,P31749
D175505,P23508
D175505,Q9UIF7
D175505,P16070
D175505,P35354
D175505,P02750
D175505,Q14624
D175505,P78549
D175505,O43174
D175505,P04179
D175505,O60565
D176807,P10275
D176807,P18847
D176807,P07099
D176807,Q16678
D176807,P07550
D176807,Q8ND30
D176807,P35354
D176807,Q08629
D176807,O43175
D176807,O95994
D176807,Q9HCN8
D176807,O75131
D176807,P04179
D176807,P30825
D176807,P50539
D176807,Q13113
D176807,P54852
D176807,Q05516
D176807,Q9HC78
D176807,P01308
D176807,P30550
D176807,P06858
D176807,P22303
D176807,Q99801
D176807,Q96RR4
D176807,P14625
D176807,Q01081
D176807,O15119
D176807,O95460
D176807,P30040
D176807,P37173
D176807,Q14749
D176807,P30050
D176807,P41162
D176807,Q8NEC7
D176807,P01210
D176807,Q8TC71
D176807,Q9UP79
D176807,P54277
D176807,P08118
D176807,P54727
D176807,P04818
D176807,P69891
D176807,Q05823
D176807,Q9UBC3
D176807,P33261
D176807,P78540
D176807,P60484
D176807,P35222
D176807,Q9BV57
D176807,Q08499
D176807,P24385
D176807,P49908
D176807,P57054
D176807,P24522
D176807,Q96EB6
D176807,Q9NRG9
D176807,Q9HB55
D176807,Q96NT3
D176807,Q05513
D176807,P48061
D176807,P18887
D176807,P26439
D176807,Q04609
D176807,P19793
D176807,Q9H6V9
D176807,Q13530
D176807,Q13126
D176807,O75629
D176807,Q9BTA9
D176807,Q6NW40
D176807,P26583
D176807,Q16270
D176807,P09917
D176807,Q02535
D176807,P56545
D176807,P50591
D176807,P04150
D176807,P58005
D176807,Q96GV9
D176807,P30711
D176807,P08473
D176807,Q13443
D176807,P04632
D176807,O75364
D176807,P21964
D176807,P02818
D176807,Q9UKW4
D176807,Q99612
D176807,P06881
D176807,P48595
D176807,P54802
D176807,P18075
D176807,P21757
D176807,P50549
D176807,P15056
D176807,P01106
D176807,P35869
D176807,O95409
D176807,P55327
D176807,Q9NVI7
D176807,Q13641
D176807,P15428
D176807,Q9Y365
D176807,P01135
D176807,P40189
D176807,Q53FZ2
D176807,P61769
D176807,P69892
D176807,Q9UHK6
D176807,P78423
D176807,P31213
D176807,O95948
D176807,P10145
D176807,Q9NR28
D176807,Q12979
D176807,Q9Y6Y0
D176807,P55318
D176807,P63218
D176807,Q15417
D176807,Q58WW2
D176807,P54849
D176807,P30101
D176807,O75874
D176807,Q99784
D176807,O43653
D176807,P38936
D176807,P01116
D176807,Q16385
D176807,P11509
D176807,O14633
D176807,Q01196
D176807,Q5T2W1
D176807,P02795
D176807,Q6NYC1
D176807,Q14849
D176807,Q13217
D176807,Q9UJA9
D176807,P55317
D176807,P05362
D176807,O95471
D176807,O60602
D176807,Q9Y6D9
D176807,P20815
D176807,P31943
D176807,O15431
D176807,P13693
D176807,Q9Y337
D176807,P21266
D176807,O95072
D176807,P25311
D176807,P05019
D176807,Q12778
D176807,P19440
D176807,P15259
D176807,P55290
D176807,Q9HCG1
D176807,Q12983
D176807,P62913
D176807,P06400
D176807,P04844
D176807,Q9UBQ7
D176807,Q9UIH9
D176807,P55072
D176807,P49841
D176807,O60934
D176807,P27635
D176807,O75674
D176807,Q92692
D176807,P00995
D176807,Q01844
D176807,Q9Y2S2
D176807,P04637
D176807,Q8TEY5
D176807,P21291
D176807,Q9BRU2
D176807,P49789
D176807,Q9Y696
D176807,O00264
D176807,P08263
D176807,P30279
D176807,P56945
D176807,P12429
D176807,Q8N1B4
D176807,Q99988
D176807,P78417
D176807,P16152
D176807,P11245
D176807,P58753
D176807,P20645
D176807,Q9NWZ3
D176807,O00592
D176807,P36955
D176807,Q08426
D176807,O75751
D176807,Q92934
D176807,P83916
D176807,P62805
D176807,Q9NNW7
D176807,P17987
D176807,P49888
D176807,P30260
D176807,P52849
D176807,Q9P0J1
D176807,P62328
D176807,P05106
D176807,P27361
D176807,Q92874
D176807,Q9HBY0
D176807,Q14116
D176807,Q9NQC1
D176807,P12524
D176807,O43511
D176807,P10301
D176807,P55289
D176807,P43268
D176807,Q8NEU8
D176807,Q9UQ10
D176807,O60488
D176807,P80303
D176807,P43308
D176807,P51946
D176807,P05093
D176807,Q01718
D176807,Q03405
D176807,Q12948
D176807,Q8N5M4
D176807,Q86XS8
D176807,Q99732
D176807,O14681
D176807,P01160
D176807,P05181
D176807,Q8HWS3
D176807,P01037
D176807,P12830
D176807,Q9Y250
D176807,P03372
D176807,P08238
D176807,Q8IVH2
D176807,P48023
D176807,P08670
D176807,O96006
D176807,Q07812
D176807,Q9NY26
D176807,Q9H222
D176807,Q9BQ52
D176807,P01112
D176807,Q92826
D176807,Q99727
D176807,P24557
D176807,P24592
D176807,O15393
D176807,P09038
D176807,O00204
D176807,P26367
D176807,P17342
D176807,O00206
D176807,Q8TD31
D176807,Q5ZPR3
D176807,Q9NYT0
D176807,O15520
D176807,P05981
D176807,P46527
D176807,Q96IZ0
D176807,P31749
D176807,P16442
D176807,Q969G6
D176807,O75175
D176807,P13716
D176807,P16422
D176807,O15260
D176807,O96017
D176807,P41161
D176807,Q9NZC4
D176807,P11172
D176807,Q14435
D176807,O75363
D176807,Q9Y272
D176807,Q14118
D176807,P62807
D176807,Q8NCH0
D176807,P31249
D176807,Q9UKQ2
D176807,Q9NSI5
D176807,P19525
D176807,Q8NBS9
D176807,Q16890
D176807,P04090
D176807,P22301
D176807,Q9H4M3
D176807,O00744
D176807,P19099
D176807,P14060
D176807,Q6K0P9
D176807,P34096
D176807,P10909
D176807,P14061
D176807,P50225
D176807,Q9Y5Y6
D176807,P05121
D176807,P01137
D176807,P07858
D176807,Q9Y2Q3
D176807,O43318
D176807,P15311
D176807,P27986
D176807,Q9BYX2
D176807,P22352
D176807,Q8NEB7
D176807,Q9NQU5
D176807,P11308
D176807,P04156
D176807,P17936
D176807,Q15311
D176807,P08684
D176807,Q07869
D176807,P42898
D176807,P14780
D176807,Q8NI08
D176807,O15551
D176807,Q96KA5
D176807,P23142
D176807,P81877
D176807,P41159
D176807,P63151
D176807,Q08345
D176807,P18440
D176807,P50548
D176807,Q96CJ1
D176807,Q15041
D176807,P09601
D176807,Q03135
D176807,Q03518
D176807,O15121
D176807,Q92911
D176807,O60763
D176807,O00459
D176807,P01011
D176807,Q06520
D176807,Q8WWH4
D176807,P37058
D176807,Q687X5
D176807,P20062
D176807,Q9BUD6
D176807,Q9Y2C9
D176807,Q9UBT6
D176807,P17482
D176807,O75342
D176807,P18074
D176807,Q7Z4W1
D176807,Q96HN2
D176807,P35680
D176807,P11473
D176807,O95484
D176807,P47974
D176807,O00238
D176807,Q9H173
D176807,Q02742
D176807,Q92633
D176807,Q9UPY6
D176807,P55211
D176807,P51636
D176807,P27797
D176807,P28289
D176807,O95319
D176807,P40692
D176807,O95365
D176807,P22694
D176807,Q9Y3E5
D176807,P09211
D176807,P21926
D176807,Q6P499
D176807,Q9Y446
D176807,P09874
D176807,P58335
D176807,Q96CS3
D176807,Q9UBB5
D176807,P24390
D176807,P56705
D176807,P60568
D176807,P12272
D176807,P27695
D176807,O95967
D176807,P16949
D176807,O75795
D176807,P0DMV9
D176807,O94788
D176807,Q9BYJ1
D176807,P04798
D176807,P01282
D176807,P02511
D176807,P42330
D176807,Q16236
D176807,P22455
D176807,Q16651
D176807,O60513
D176807,Q8NFM7
D176807,P54855
D176807,Q08209
D176807,Q9BZK7
D176807,P11511
D176807,Q9NVW2
D176807,Q9P2W1
D176807,Q9UBK9
D176807,Q92597
D176807,Q15828
D176807,Q8IXB1
D176807,P60022
D176807,P09525
D176807,P61018
D176807,O14773
D176807,Q14451
D176807,O15392
D176807,Q9H3R1
D176807,P27169
D176807,Q9UBX5
D176807,Q8N4S7
D176807,P45452
D176807,Q14145
D176807,Q8TE67
D176807,P04083
D176807,Q92731
D176807,P20151
D176807,P15151
D176807,P39019
D176807,O75881
D176807,Q86VZ6
D176807,O15372
D176807,O14786
D176807,O95049
D176807,Q6BEB4
D176807,Q15910
D176807,Q68DV7
D176807,P48431
D176807,Q15011
D176807,Q9UIK5
D176807,O75956
D176807,Q92560
D176807,P40763
D176807,Q13618
D176807,P54821
D176807,P15559
D176807,Q9BS26
D176807,Q9P016
D176807,P14923
D176807,Q00987
D176807,P14174
D176807,P07237
D176807,O75509
D176807,O76080
D176807,P10912
D176807,Q8NEV9
D176807,P07339
D176807,Q8NAC3
D176807,P05164
D176807,P18146
D176807,P32119
D176807,P09488
D176807,Q9BZX2
D176807,P17302
D176807,P18510
D176807,P04278
D176807,P00749
D176807,Q9BQE4
D176807,P07195
D176807,P08138
D176807,Q9UJM8
D176807,Q16762
D176807,O00220
D176807,P33260
D176807,P29590
D176807,O43791
D176807,Q96HW7
D176807,Q13077
D176807,P05231
D176807,P08559
D176807,Q9ULV3
D176807,P82970
D176807,P55916
D176807,P15692
D176807,Q16665
D176807,Q9UJ70
D176807,P10415
D176807,P18405
D176807,Q13007
D176807,P07288
D176807,Q9UIS9
D176807,O15527
D176807,O14965
D176807,P08651
D178600,P37023
D178600,P22460
D178600,O15198
D178600,P40337
D178600,P57082
D178600,Q13547
D178600,O14649
D178600,Q99814
D178600,O00238
D178600,Q03135
D178600,Q15797
D178600,Q13485
D179600,P09488
D179600,P30711
D179600,P01563
D181000,P01911
D181000,Q14116
D181000,P49279
D181000,P01137
D181000,Q9UIR0
D181000,P04440
D181000,P50995
D181000,P04179
D181500,P28799
D181500,P19404
D181500,P01213
D181500,P56817
D181500,P11362
D181500,P16401
D181500,O14503
D181500,P55957
D181500,Q9Y4X4
D181500,Q9UHR5
D181500,P08247
D181500,Q01959
D181500,P35354
D181500,P16220
D181500,Q86Y07
D181500,Q7Z569
D181500,Q9UQF0
D181500,P20783
D181500,Q13002
D181500,O15229
D181500,P56177
D181500,P04179
D181500,Q9NQB0
D181500,Q96SB3
D181500,P39905
D181500,P43034
D181500,Q96SJ8
D181500,O95025
D181500,P54829
D181500,Q04760
D181500,Q6PIS1
D181500,P01185
D181500,O60663
D181500,Q6PUV4
D181500,P19438
D181500,O60609
D181500,P06858
D181500,P22303
D181500,Q16623
D181500,Q96RR4
D181500,Q9Y342
D181500,P08912
D181500,P20226
D181500,P13500
D181500,Q9NRI5
D181500,P47898
D181500,P55263
D181500,O43184
D181500,Q5M9Q1
D181500,Q05940
D181500,Q9NP56
D181500,P43235
D181500,Q9UGI6
D181500,Q8N9K5
D181500,Q9BR01
D181500,Q05215
D181500,Q9UBC3
D181500,P48506
D181500,P35222
D181500,O95166
D181500,P23975
D181500,P01589
D181500,P01374
D181500,Q08499
D181500,P24385
D181500,P38646
D181500,P28329
D181500,P56159
D181500,Q494W8
D181500,P18505
D181500,P28223
D181500,P47712
D181500,Q96EB6
D181500,P48664
D181500,P07196
D181500,P43250
D181500,P30990
D181500,Q9H8M5
D181500,P18887
D181500,P35503
D181500,Q9BZ23
D181500,Q14982
D181500,O15455
D181500,Q04609
D181500,Q96EV8
D181500,Q9P2U7
D181500,Q99574
D181500,P17252
D181500,P42261
D181500,Q9NSB8
D181500,Q16445
D181500,Q70Z44
D181500,Q9UJ68
D181500,P26951
D181500,Q8NEB9
D181500,P40313
D181500,Q13887
D181500,P14679
D181500,P30542
D181500,P06241
D181500,O15075
D181500,Q9UHG0
D181500,Q9BPW4
D181500,P05112
D181500,P15884
D181500,Q14642
D181500,P19075
D181500,P04150
D181500,Q7LC44
D181500,P30989
D181500,A6NHA9
D181500,P51991
D181500,Q99489
D181500,P30711
D181500,Q96AP7
D181500,Q99726
D181500,Q99743
D181500,P02749
D181500,P14867
D181500,Q60I27
D181500,Q99705
D181500,O75364
D181500,Q96LW9
D181500,P21964
D181500,Q96BQ1
D181500,Q13228
D181500,P60174
D181500,O14757
D181500,P08908
D181500,Q9NZV6
D181500,Q4LDR2
D181500,P03905
D181500,Q7L8L6
D181500,P43004
D181500,Q8NFP4
D181500,Q13426
D181500,Q96CX2
D181500,A5X5Y0
D181500,P27815
D181500,O95721
D181500,O95409
D181500,Q9BQE5
D181500,P20933
D181500,P23219
D181500,P28335
D181500,Q14563
D181500,Q8IZC4
D181500,Q8NFD2
D181500,P28331
D181500,Q12959
D181500,O75916
D181500,O14810
D181500,P16520
D181500,P48426
D181500,P39086
D181500,Q9UHK6
D181500,P54219
D181500,P35520
D181500,Q14194
D181500,P10276
D181500,P62993
D181500,P31213
D181500,P20333
D181500,P62760
D181500,Q9BRK5
D181500,Q9BV94
D181500,Q96CW9
D181500,P21802
D181500,Q9H0Q3
D181500,O15409
D181500,P52294
D181500,Q15049
D181500,P09471
D181500,P43003
D181500,P08700
D181500,P45983
D181500,P02774
D181500,P01303
D181500,Q96HC4
D181500,Q9H252
D181500,P19367
D181500,P08254
D181500,P10635
D181500,P78537
D181500,Q7RTS9
D181500,Q5T2W1
D181500,P01584
D181500,P48065
D181500,P19622
D181500,P30939
D181500,Q8TE12
D181500,P49773
D181500,Q00535
D181500,Q14847
D181500,Q86YM7
D181500,Q9NY97
D181500,Q9UHD0
D181500,P41586
D181500,O60313
D181500,P27338
D181500,P55010
D181500,Q96P69
D181500,Q86SQ7
D181500,P0C2W1
D181500,Q6DN12
D181500,Q13639
D181500,P05362
D181500,Q07343
D181500,Q9NYX4
D181500,Q9NWQ8
D181500,Q9Y6D9
D181500,P20815
D181500,Q07960
D181500,O15540
D181500,P01889
D181500,P13693
D181500,P14920
D181500,P00747
D181500,Q06889
D181500,Q14832
D181500,Q13547
D181500,P04217
D181500,Q9UBS5
D181500,P23368
D181500,Q9UF12
D181500,Q8TDS4
D181500,P35462
D181500,P00439
D181500,Q155Q3
D181500,P01344
D181500,P02746
D181500,Q6P9A1
D181500,P61764
D181500,Q8NHL6
D181500,P06702
D181500,P21980
D181500,P30520
D181500,P14136
D181500,Q16620
D181500,P08172
D181500,P10412
D181500,Q11201
D181500,P29350
D181500,P49841
D181500,P09543
D181500,P01911
D181500,P00734
D181500,P16083
D181500,Q8TCG2
D181500,Q96D21
D181500,Q9Y698
D181500,Q16478
D181500,Q14416
D181500,P04637
D181500,Q01469
D181500,P23560
D181500,Q9Y639
D181500,P32927
D181500,P08263
D181500,Q9P2U8
D181500,P30279
D181500,P42263
D181500,Q3KPI0
D181500,Q96KN3
D181500,P30307
D181500,Q9BT88
D181500,Q99259
D181500,Q15700
D181500,Q96Q07
D181500,Q16143
D181500,P60201
D181500,P48549
D181500,Q9UKI2
D181500,Q7Z417
D181500,Q96RN1
D181500,P05937
D181500,P17861
D181500,Q13098
D181500,P09104
D181500,Q12841
D181500,P31785
D181500,Q9NRD5
D181500,P31645
D181500,Q8IWU9
D181500,Q16181
D181500,P34931
D181500,Q04206
D181500,P01579
D181500,O15228
D181500,P05106
D181500,Q9H6F5
D181500,P29274
D181500,Q8IVS2
D181500,P30041
D181500,P27361
D181500,O75052
D181500,Q9UBT3
D181500,P18507
D181500,P24046
D181500,Q14116
D181500,P60953
D181500,Q969V1
D181500,P17600
D181500,Q9NQE7
D181500,P48165
D181500,P63098
D181500,O95864
D181500,Q96LT7
D181500,O00505
D181500,P35367
D181500,Q8IWL8
D181500,O43272
D181500,P17096
D181500,P04629
D181500,Q04743
D181500,P29460
D181500,Q14833
D181500,Q9UBP4
D181500,P34972
D181500,Q13322
D181500,Q92186
D181500,Q9H2F9
D181500,P29371
